Title,Year,Acousticness,Danceability,Energy,Liveness,Speechiness,Valence
Vienna,1984,0.16,0.58,0.61,0.11,0.06,0.46
My Hometown,1984,0.49,0.65,0.34,0.07,0.04,0.39
Slippery People - Live,1984,0.22,0.64,0.85,0.68,0.04,0.84
The Power Of Love,1984,0.38,0.46,0.16,0.18,0.03,0.1
The Boys Of Summer,1984,0.5,0.52,0.55,0.18,0.04,0.91
Private Dancer - 2015 Remaster,1984,0.36,0.59,0.57,0.09,0.04,0.47
Easy Lover,1984,0.11,0.74,0.92,0.08,0.04,0.93
Be My Number Two,1984,0.34,0.4,0.31,0.37,0.03,0.28
Tinseltown in the Rain,1984,0.06,0.78,0.82,0.08,0.03,0.91
Glory Days,1984,0.05,0.57,0.96,0.12,0.03,0.98
It's My Life - 1997 Remaster,1984,0.2,0.63,0.8,0.4,0.03,0.87
Heaven,1984,0.05,0.38,0.59,0.12,0.03,0.34
Smalltown Boy,1984,0.29,0.69,0.58,0.12,0.03,0.94
I Would Die 4 U,1984,0.09,0.73,0.75,0.2,0.03,0.64
Thank God It's Christmas - 2011 Remaster,1984,0.22,0.3,0.42,0.23,0.03,0.33
Let's Go Crazy,1984,0.02,0.31,0.93,0.11,0.13,0.38
Wake Me up Before You Go-Go,1984,0.27,0.62,0.57,0.06,0.04,0.9
You'll Never Walk Alone,1984,0.61,0.34,0.27,0.26,0.03,0.14
Run To You,1984,0.01,0.56,0.81,0.29,0.03,0.64
Perhaps Love,1984,0.79,0.39,0.25,0.1,0.04,0.2
Don't Answer Me,1984,0.07,0.62,0.78,0.22,0.03,0.63
Nightporter,1984,0.75,0.52,0.08,0.1,0.03,0.1
Big in Japan,1984,0.07,0.75,0.41,0.34,0.04,0.24
Relax,1984,0.33,0.68,0.7,0.05,0.04,0.69
Two Tribes,1984,0,0.54,0.62,0.37,0.04,0.2
Dancing with Tears in My Eyes,1984,0.15,0.59,0.91,0.6,0.04,0.93
That Was Yesterday,1984,0.05,0.43,0.68,0.21,0.03,0.51
How Soon Is Now? - 2011 Remaster,1984,0,0.4,0.93,0.09,0.06,0.73
No Surrender,1984,0,0.35,0.95,0.56,0.05,0.86
Brothers in Arms,1985,0.5,0.22,0.44,0.12,0.04,0.13
Jeanny,1985,0.45,0.65,0.66,0.19,0.05,0.45
Money for Nothing,1985,0.05,0.67,0.66,0.06,0.04,0.66
Kronenburg Park,1985,0.45,0.5,0.55,0.1,0.03,0.45
Walk of Life,1985,0.44,0.46,0.94,0.12,0.11,0.8
Take on Me,1985,0.02,0.57,0.9,0.09,0.05,0.88
Groot Hart,1985,0.46,0.78,0.46,0.22,0.04,0.66
Alive And Kicking,1985,0.08,0.57,0.91,0.13,0.04,0.56
Holding Back the Years - 2008 Remaster,1985,0.58,0.71,0.51,0.1,0.03,0.52
Running Up That Hill (A Deal With God),1985,0.72,0.63,0.55,0.06,0.06,0.2
Cloudbusting,1985,0.7,0.68,0.25,0.08,0.03,0.81
Binnen Zonder Kloppen,1985,0.17,0.73,0.47,0.14,0.04,0.58
Nikita,1985,0.12,0.63,0.66,0.07,0.03,0.75
Everybody Wants To Rule The World,1985,0.35,0.65,0.8,0.1,0.05,0.54
Eye of the Tiger,1985,0.13,0.82,0.6,0.09,0.03,0.55
Russians,1985,0.46,0.44,0.28,0.18,0.04,0.2
Dancing in the Street - 2002 Remaster,1985,0.12,0.6,0.82,0.13,0.04,0.74
Raspberry Beret,1985,0.21,0.76,0.67,0.07,0.04,0.91
Your Latest Trick,1985,0.72,0.7,0.41,0.14,0.03,0.26
Road to Nowhere,1985,0.04,0.66,0.71,0.15,0.03,0.63
Why Worry,1985,0.93,0.6,0.13,0.11,0.03,0.11
Close to Me - Remastered,1985,0.07,0.73,0.52,0.08,0.12,0.96
So Far Away,1985,0.25,0.69,0.46,0.06,0.03,0.7
Broken Wings,1985,0.13,0.29,0.5,0.11,0.04,0.44
Shout,1985,0.17,0.51,0.94,0.14,0.04,0.5
Josephine,1985,0.02,0.66,0.47,0.05,0.03,0.66
Greatest Love of All,1985,0.48,0.5,0.31,0.12,0.03,0.25
In Between Days - 2006 Remaster,1985,0.11,0.54,0.83,0.17,0.03,0.71
I Got You Babe,1985,0.08,0.76,0.61,0.11,0.07,0.86
Moon Over Bourbon Street,1985,0.67,0.41,0.06,0.1,0.04,0.18
We Are The World,1985,0.19,0.53,0.45,0.07,0.04,0.29
Out In The Fields,1985,0.03,0.44,0.95,0.39,0.06,0.36
Hunting High and Low,1985,0.04,0.6,0.67,0.11,0.03,0.3
Take Me Home - 2016 Remaster,1985,0.47,0.62,0.81,0.05,0.05,0.58
Master of Puppets (Remastered),1986,0,0.54,0.83,0.15,0.04,0.56
Angel Of Death,1986,0,0.28,1,0.15,0.16,0.1
Livin' On A Prayer,1986,0.08,0.53,0.89,0.29,0.03,0.8
Graceland,1986,0.63,0.73,0.71,0.08,0.03,0.85
Don't Give Up - 2012 Remaster,1986,0.83,0.54,0.26,0.08,0.05,0.36
Sometimes It Snows in April,1986,0.83,0.49,0.06,0.1,0.04,0.06
A Kind Of Magic - Remastered 2011,1986,0.02,0.67,0.78,0.12,0.04,0.7
The Final Countdown,1986,0.06,0.54,0.84,0.06,0.06,0.19
De Verzoening,1986,0.7,0.61,0.31,0.06,0.03,0.28
I Want You,1986,0.35,0.5,0.13,0.36,0.08,0.21
You Can Call Me Al,1986,0.18,0.78,0.76,0.08,0.05,0.82
Don't Dream It's Over,1986,0.01,0.44,0.42,0.07,0.04,0.55
Land of Confusion - 2007 Remaster,1986,0.04,0.63,0.91,0.23,0.04,0.81
Life's What You Make It - 1997 Remaster,1986,0,0.53,0.8,0.04,0.03,0.94
There Is a Light That Never Goes Out - 2011 Remaster,1986,0.04,0.52,0.77,0.14,0.03,0.88
You Give Love A Bad Name,1986,0.07,0.54,0.96,0.34,0.05,0.81
The Lady In Red,1986,0.33,0.55,0.29,0.04,0.03,0.49
One Vision - Remastered 2011,1986,0.04,0.46,0.92,0.34,0.26,0.33
Diamonds on the Soles of Her Shoes,1986,0.78,0.79,0.68,0.22,0.04,0.88
Absolute Beginners - 2002 Remaster,1986,0.07,0.56,0.77,0.21,0.04,0.43
Friends Will Be Friends - Remastered 2011,1986,0.04,0.44,0.53,0.34,0.03,0.35
Kiss,1986,0.01,0.9,0.27,0.05,0.09,0.74
In A Lifetime,1986,0.66,0.44,0.38,0.07,0.03,0.3
Wanted Dead Or Alive,1986,0.13,0.25,0.8,0.31,0.04,0.25
True Colors,1986,0.79,0.39,0.14,0.1,0.04,0.26
Bigmouth Strikes Again - 2011 Remaster,1986,0.07,0.4,0.9,0.54,0.04,0.84
Anne,1986,0.67,0.67,0.08,0.17,0.04,0.28
You Can Leave Your Hat On,1986,0.12,0.65,0.54,0.19,0.03,0.9
Living in Another World - 1997 Remaster,1986,0,0.56,0.86,0.23,0.03,0.94
"Fire - Live at the Winterland, San Francisco, CA - December 1978",1986,0.2,0.43,0.32,0.98,0.17,0.52
Sledgehammer - 2012 Remaster,1986,0.04,0.64,0.68,0.04,0.04,0.47
Don't Leave Me This Way (with Sarah Jane Morris),1986,0.14,0.64,0.93,0.13,0.03,0.9
The Way It Is,1986,0.61,0.58,0.69,0.14,0.03,0.53
Walk This Way (feat. Aerosmith),1986,0.01,0.76,0.58,0.06,0.05,0.94
I'll Be Over You,1986,0.06,0.52,0.28,0.26,0.03,0.41
Why Can't This Be Love,1986,0.06,0.53,0.63,0.08,0.05,0.75
In Your Eyes - 2012 Remaster,1986,0.06,0.62,0.65,0.07,0.04,0.63
Fight For Your Right,1986,0.01,0.5,0.86,0.08,0.07,0.42
Homeless (with Ladysmith Black Mambazo),1986,0.88,0.4,0.27,0.26,0.07,0.29
Live to Tell,1986,0.41,0.67,0.31,0.11,0.03,0.27
West End Girls - 2001 Remaster,1986,0.01,0.65,0.95,0.29,0.04,0.61
Invisible Touch - 2007 Remaster,1986,0.34,0.66,0.88,0.07,0.03,0.84
Over De Muur,1987,0.63,0.61,0.32,0.14,0.05,0.29
Sweet Child O' Mine,1987,0.09,0.45,0.95,0.11,0.05,0.62
With Or Without You - Remastered,1987,0,0.54,0.43,0.14,0.03,0.11
Where The Streets Have No Name - Remastered,1987,0.01,0.49,0.72,0.16,0.04,0.29
I Still Haven't Found What I'm Looking For,1987,0.01,0.56,0.77,0.09,0.04,0.66
Paradise City,1987,0.02,0.27,0.98,0.18,0.1,0.4
Fragile,1987,0.91,0.32,0.2,0.09,0.04,0.29
Englishman In New York,1987,0.4,0.67,0.35,0.09,0.04,0.65
Troy,1987,0.48,0.32,0.31,0.44,0.03,0.18
Welcome To The Jungle,1987,0.02,0.45,0.99,0.27,0.09,0.32
Tougher Than the Rest,1987,0.2,0.6,0.51,0.11,0.02,0.6
Smooth Criminal - 2012 Remaster,1987,0.25,0.85,0.98,0.31,0.08,0.6
Patience,1987,0.69,0.46,0.3,0.11,0.03,0.33
Everywhere - 2017 Remaster,1987,0.26,0.73,0.49,0.09,0.03,0.73
I Will Follow - Live,1987,0,0.23,0.9,0.96,0.06,0.49
Alone,1987,0.64,0.42,0.45,0.1,0.04,0.17
Sign 'O' the Times,1987,0.01,0.7,0.52,0.08,0.1,0.55
In the Dutch Mountains,1987,0.55,0.42,0.5,0.06,0.03,0.27
Never Tear Us Apart,1987,0.05,0.67,0.69,0.17,0.03,0.28
Here I Go Again - 2018 Remaster,1987,0.01,0.29,0.82,0.16,0.04,0.24
Liefde Van Later,1987,0.97,0.5,0.08,0.11,0.05,0.13
Unchain My Heart,1987,0.02,0.75,0.67,0.32,0.04,0.7
"Non, je ne regrette rien",1987,0.86,0.39,0.35,0.17,0.03,0.44
Never Gonna Give You Up,1987,0.14,0.73,0.94,0.15,0.04,0.92
Running To Stand Still,1987,0.86,0.54,0.2,0.33,0.03,0.23
I Wanna Dance with Somebody (Who Loves Me),1987,0.21,0.71,0.82,0.09,0.05,0.87
Have A Little Faith In Me,1987,0.74,0.45,0.41,0.12,0.03,0.32
Suzanne,1987,0.93,0.63,0.16,0.12,0.03,0.18
The Way You Make Me Feel - 2012 Remaster,1987,0.05,0.88,0.85,0.14,0.15,0.54
The One I Love - Remastered,1987,0,0.49,0.84,0.35,0.04,0.56
Bad - 2012 Remaster,1987,0,0.79,0.89,0.07,0.04,0.39
Apache,1987,0.01,0.6,0.45,0.1,0.03,0.78
The Cross,1987,0.53,0.44,0.64,0.64,0.06,0.25
Luka,1987,0.19,0.63,0.7,0.12,0.03,0.8
Seven Wonders - 2017 Remaster,1987,0.03,0.71,0.63,0.1,0.03,0.63
Lessons In Love,1987,0.16,0.71,0.84,0.3,0.04,0.86
Brilliant Disguise,1987,0.15,0.7,0.73,0.03,0.03,0.95
It's a Sin - 2001 Remaster,1987,0.25,0.54,0.86,0.25,0.04,0.29
Bullet The Blue Sky,1987,0.01,0.36,0.64,0.13,0.04,0.45
Wonderful Life,1987,0.71,0.72,0.52,0.21,0.03,0.82
It's The End Of The World As We Know It (And I Feel Fine),1987,0.03,0.38,0.89,0.03,0.04,0.8
Is This Love - 2018 Remaster,1987,0.06,0.26,0.76,0.23,0.04,0.43
Laat Mij Maar Alleen,1987,0.02,0.45,0.74,0.23,0.06,0.94
You Win Again,1987,0.09,0.55,0.83,0.22,0.03,0.91
Liberian Girl - 2012 Remastered Version,1987,0.46,0.75,0.55,0.13,0.1,0.45
Winter in Hamburg,1987,0.7,0.6,0.47,0.11,0.03,0.53
One (Remastered),1988,0,0.44,0.69,0.42,0.06,0.43
Fast Car,1988,0.31,0.71,0.29,0.13,0.04,0.19
Dreams,1988,0.14,0.82,0.34,0.5,0.04,0.79
Sara,1988,0.38,0.74,0.39,0.09,0.03,0.59
Stop Loving You,1988,0.23,0.56,0.65,0.06,0.03,0.6
Can I Play with Madness - 2015 Remaster,1988,0.09,0.31,0.98,0.26,0.1,0.63
Tonight (With David Bowie) - Live,1988,0.2,0.59,0.72,0.93,0.05,0.72
Tusk,1988,0.24,0.61,0.62,0.45,0.08,0.96
Maid Of Orleans,1988,0.07,0.52,0.53,0.05,0.03,0.35
Like The Way I Do,1988,0.04,0.6,0.84,0.06,0.04,0.64
Little Lies,1988,0.12,0.63,0.69,0.16,0.03,0.89
Zwart Wit,1988,0.03,0.55,0.63,0.37,0.03,0.79
All I Want Is You,1988,0.11,0.24,0.44,0.07,0.03,0.4
Take This Waltz,1988,0.84,0.44,0.18,0.24,0.03,0.35
Musica è,1988,0.24,0.53,0.28,0.18,0.03,0.06
When Love Comes To Town,1988,0.05,0.65,0.67,0.13,0.04,0.59
Ich bin wie du,1988,0.01,0.48,0.74,0.05,0.08,0.6
Pamela,1988,0.13,0.58,0.41,0.06,0.03,0.53
Orinoco Flow,1988,0.8,0.69,0.31,0.1,0.03,0.56
Listen to Your Heart,1988,0.11,0.54,0.58,0.11,0.03,0.34
Fairytale of New York (feat. Kirsty MacColl),1988,0.5,0.32,0.65,0.24,0.03,0.47
Living Years,1988,0.58,0.52,0.42,0.07,0.03,0.31
Mushanga,1988,0.09,0.72,0.31,0.09,0.04,0.51
Baby Can I Hold You,1988,0.08,0.69,0.42,0.08,0.03,0.47
Big Love,1988,0.01,0.64,0.76,0.13,0.05,0.64
Angel Of Harlem,1988,0.1,0.52,0.69,0.11,0.03,0.93
Handle With Care,1988,0.11,0.68,0.77,0.25,0.03,0.71
(Something Inside) So Strong,1988,0.42,0.68,0.38,0.1,0.03,0.23
Into Temptation,1988,0.48,0.45,0.37,0.08,0.03,0.26
Twist in My Sobriety,1988,0.07,0.78,0.56,0.07,0.03,0.94
Sympathy For The Devil,1989,0.6,0.57,0.69,0.05,0.28,0.57
Another Day in Paradise - 2016 Remaster,1989,0.74,0.78,0.56,0.06,0.03,0.37
Niemand In De Stad,1989,0.06,0.63,0.41,0.31,0.03,0.7
Rockin' in the Free World,1989,0,0.49,0.88,0.37,0.03,0.52
Poison,1989,0.03,0.28,0.91,0.18,0.11,0.26
I Want It All - Remastered 2011,1989,0.03,0.41,0.84,0.37,0.05,0.39
Ik Kan Het Niet Alleen,1989,0.31,0.53,0.85,0.3,0.04,0.91
Leningrad,1989,0.38,0.51,0.52,0.12,0.03,0.23
Have I Told You Lately,1989,0.28,0.34,0.48,0.14,0.03,0.18
Lullaby,1989,0.19,0.72,0.56,0.06,0.03,0.59
The Best,1989,0.11,0.66,0.74,0.12,0.03,0.75
Breakthru - Remastered 2011,1989,0.06,0.57,0.86,0.36,0.09,0.31
Need Your Love So Bad,1989,0.13,0.36,0.18,0.1,0.03,0.25
Daar Gaat Ze,1989,0.83,0.63,0.33,0.13,0.03,0.64
Personal Jesus - Original Seven Inch Version,1989,0.01,0.64,0.68,0.05,0.04,0.71
Kingston Town,1989,0.16,0.96,0.25,0.04,0.06,0.8
Woman In Chains,1989,0.02,0.43,0.61,0.06,0.03,0.37
Nergens Goed Voor,1989,0.12,0.77,0.59,0.27,0.03,0.72
I Wish It Would Rain Down - 2016 Remaster,1989,0.29,0.51,0.67,0.31,0.03,0.36
If You Don't Know Me by Now - 2008 Remaster,1989,0.49,0.64,0.35,0.11,0.03,0.2
Free Fallin',1989,0.21,0.62,0.45,0.06,0.03,0.57
Let Love Rule,1989,0.03,0.69,0.45,0.07,0.04,0.7
Epic,1989,0.02,0.36,0.89,0.13,0.12,0.26
Black Velvet,1989,0.27,0.75,0.37,0.11,0.03,0.47
We Didn't Start the Fire,1989,0.08,0.71,0.97,0.36,0.05,0.9
Sowing The Seeds Of Love,1989,0.01,0.21,0.8,0.36,0.04,0.68
New York Minute,1989,0.33,0.55,0.29,0.04,0.03,0.12
Something Happened on the Way to Heaven - 2016 Remaster,1989,0.18,0.66,0.88,0.27,0.03,0.88
Lovesong,1989,0.34,0.61,0.81,0.22,0.03,0.82
Monkey Gone to Heaven,1989,0.02,0.65,0.39,0.32,0.03,0.6
The Miracle - Remastered 2011,1989,0.16,0.48,0.65,0.55,0.03,0.54
The Invisible Man - Remastered 2011,1989,0.19,0.7,0.79,0.33,0.04,0.56
If I Could Turn Back Time,1989,0.24,0.66,0.57,0.12,0.03,0.5
Love Shack,1989,0.03,0.72,0.82,0.85,0.05,0.87
Thunderstruck,1990,0,0.5,0.89,0.22,0.04,0.26
Papa,1990,0.72,0.74,0.32,0.08,0.03,0.29
Enjoy the Silence - Single Mix,1990,0.16,0.64,0.81,0.08,0.03,0.82
Still Got The Rock,1990,0.26,0.19,0.39,0.12,0.04,0.32
Wind Of Change,1990,0.32,0.45,0.52,0.1,0.04,0.25
Nothing Compares 2 U,1990,0.04,0.51,0.57,0.11,0.03,0.16
Silent Lucidity - Remastered/2003,1990,0.05,0.46,0.63,0.12,0.03,0.1
Such a Shame,1990,0.21,0.6,0.68,0.3,0.03,0.71
Hunger Strike,1990,0.02,0.37,0.57,0.09,0.03,0.3
Candy,1990,0.04,0.62,0.59,0.05,0.03,0.65
Send Me An Angel,1990,0.43,0.15,0.42,0.21,0.03,0.17
Don't Go Breaking My Heart,1990,0.18,0.74,0.86,0.07,0.04,0.78
"Night Fever - From ""Saturday Night Fever"" Soundtrack",1990,0.02,0.74,0.51,0.14,0.03,0.9
More Than Words,1990,0.47,0.63,0.13,0.11,0.03,0.24
"It Must Have Been Love - From the Film ""Pretty Woman""",1990,0.34,0.52,0.65,0.26,0.03,0.72
Domino,1990,0.72,0.49,0.19,0.22,0.04,0.21
Met Hart En Ziel,1990,0.11,0.38,0.61,0.26,0.03,0.7
Love Rears Its Ugly Head,1990,0.06,0.62,0.48,0.23,0.09,0.73
Hard To Handle,1990,0,0.59,0.79,0.31,0.04,0.96
Black,1991,0.32,0.36,0.68,0.34,0.03,0.2
De Boer Is De Keerl,1991,0.21,0.52,0.4,0.08,0.03,0.63
November Rain,1991,0.02,0.29,0.64,0.11,0.03,0.23
Nothing Else Matters,1991,0.05,0.56,0.36,0.08,0.03,0.17
Smells Like Teen Spirit,1991,0,0.5,0.91,0.11,0.06,0.72
Innuendo - Remastered 2011,1991,0.18,0.21,0.73,0.3,0.06,0.17
Alive,1991,0.01,0.28,0.88,0.4,0.04,0.6
Enter Sandman,1991,0,0.58,0.82,0.06,0.03,0.64
Who Wants To Live Forever - Remastered 2011,1991,0.58,0.14,0.4,0.12,0.04,0.04
Under the Bridge,1991,0.06,0.56,0.35,0.14,0.05,0.46
Deurdonderen,1991,0.01,0.46,0.79,0.11,0.08,0.86
The Show Must Go On - 2011 Mix,1991,0.41,0.31,0.69,0.11,0.03,0.18
Losing My Religion,1991,0.18,0.67,0.86,0.1,0.03,0.8
Come As You Are,1991,0,0.5,0.82,0.09,0.04,0.54
Jeremy,1991,0.04,0.28,0.85,0.18,0.04,0.29
One,1991,0.25,0.39,0.53,0.16,0.04,0.33
Knockin' On Heaven's Door,1991,0.02,0.5,0.74,0.11,0.04,0.38
The Unforgiven,1991,0.01,0.54,0.6,0.13,0.03,0.25
These Are The Days Of Our Lives - 2011 Remaster,1991,0.37,0.69,0.4,0.06,0.03,0.55
Lithium,1991,0,0.68,0.66,0.06,0.04,0.49
Lekker Op De Trekker ('n Boerinnen-Wervingslied),1991,0.73,0.72,0.49,0.11,0.04,0.97
Estranged,1991,0.01,0.36,0.76,0.37,0.03,0.17
Even Flow,1991,0,0.39,0.94,0.3,0.08,0.27
Hammer To Fall - Remastered 2011,1991,0.32,0.43,0.79,0.13,0.09,0.51
Sad But True,1991,0,0.63,0.85,0.06,0.03,0.43
Year of the Cat - 2001 Remaster,1991,0.01,0.53,0.61,0.12,0.03,0.53
Don't Cry (Original),1991,0,0.46,0.59,0.1,0.03,0.24
(Everything I Do) I Do It For You,1991,0.08,0.53,0.37,0.06,0.03,0.25
No More Tears,1991,0,0.35,0.75,0.65,0.04,0.32
You,1991,0.43,0.41,0.9,0.19,0.03,0.67
Heal the World,1991,0.54,0.53,0.49,0.1,0.05,0.1
Bestel Mar (edit),1991,0.07,0.58,0.85,0.12,0.1,0.91
On Every Street,1991,0.58,0.32,0.27,0.17,0.04,0.15
Give It Away,1991,0,0.67,0.94,0.15,0.05,0.78
Four Seasons In One Day,1991,0.82,0.52,0.26,0.09,0.03,0.49
Walking in Memphis,1991,0.55,0.57,0.51,0.3,0.04,0.33
Learning To Fly,1991,0.21,0.65,0.77,0.36,0.03,0.95
Live And Let Die,1991,0.01,0.26,0.78,0.12,0.06,0.26
In Bloom - Nevermind Version,1991,0,0.44,0.88,0.21,0.06,0.51
Weather With You,1991,0.25,0.64,0.61,0.21,0.03,0.89
Shiny Happy People,1991,0.03,0.45,0.91,0.23,0.04,0.81
Stars,1991,0.15,0.72,0.82,0.24,0.03,0.82
I'm Going Slightly Mad - Remastered 2011,1991,0.57,0.64,0.83,0.19,0.05,0.31
On the Border - 2001 Remaster,1991,0.06,0.48,0.64,0.08,0.03,0.73
Diamonds and Pearls,1991,0.05,0.55,0.55,0.07,0.03,0.29
I Can't Dance - 2007 Remaster,1991,0.5,0.91,0.53,0.05,0.05,0.9
No Son of Mine - 2007 Remaster,1991,0.13,0.66,0.6,0.1,0.03,0.26
I Can't Make You Love Me,1991,0.85,0.59,0.15,0.24,0.03,0.11
Love of the Common People,1991,0.09,0.74,0.61,0.06,0.08,0.89
Mysterious Ways,1991,0,0.67,0.66,0.11,0.03,0.7
We Don't Need Another Hero (Thunderdome),1991,0.2,0.69,0.67,0.12,0.05,0.71
Calling Elvis,1991,0.09,0.61,0.57,0.16,0.03,0.39
Killing In The Name,1992,0.03,0.47,0.83,0.03,0.3,0.66
Fear of the Dark - 2015 Remaster,1992,0,0.31,0.87,0.23,0.06,0.23
Bed Of Roses,1992,0.1,0.31,0.6,0.21,0.03,0.16
Everybody Hurts,1992,0.62,0.47,0.32,0.12,0.03,0.17
Kayleigh,1992,0.02,0.56,0.67,0.09,0.03,0.6
"Layla - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",1992,0.32,0.56,0.52,0.94,0.05,0.64
I Will Always Love You,1992,0.84,0.31,0.21,0.08,0.04,0.11
Nightswimming,1992,0.8,0.57,0.39,0.1,0.03,0.57
Conquest of Paradise,1992,0.7,0.43,0.3,0.23,0.03,0.16
Would?,1992,0,0.31,0.83,0.09,0.04,0.59
Friday I'm in Love,1992,0,0.53,0.76,0.34,0.03,0.51
Sharp Dressed Man,1992,0,0.65,0.77,0.1,0.03,0.4
Man On The Moon,1992,0.42,0.67,0.7,0.2,0.03,0.66
Gimme All Your Lovin',1992,0.05,0.66,0.79,0.06,0.03,0.71
What's Up?,1992,0.16,0.56,0.56,0.11,0.03,0.45
Lavender,1992,0.31,0.33,0.55,0.09,0.03,0.23
Plush - 2017 Remaster,1992,0.01,0.43,0.94,0.14,0.04,0.47
Eloise,1992,0.22,0.43,0.59,0.36,0.03,0.46
Harvest Moon,1992,0.53,0.65,0.31,0.12,0.03,0.41
Drive,1992,0.18,0.47,0.43,0.23,0.03,0.24
Remedy,1992,0,0.41,0.98,0.08,0.05,0.35
I've Got Dreams to Remember,1992,0.5,0.39,0.28,0.14,0.03,0.4
Jump Around,1992,0.01,0.85,0.71,0.17,0.08,0.82
Human Touch,1992,0,0.65,0.52,0.1,0.03,0.45
Vlieg Met Me Mee - Live,1992,0.77,0.35,0.47,0.77,0.2,0.56
In These Arms,1992,0.01,0.51,0.92,0.21,0.06,0.46
Out Of Space,1992,0,0.64,0.87,0.11,0.06,0.61
Find The River,1992,0.22,0.42,0.44,0.14,0.03,0.3
I Have Nothing,1992,0.58,0.54,0.4,0.16,0.04,0.24
Rosalyn,1992,0.01,0.49,0.51,0.07,0.06,0.67
Rooster,1992,0.03,0.27,0.55,0.12,0.03,0.2
Why,1992,0.28,0.53,0.47,0.13,0.02,0.12
Rhythm Is A Dancer,1992,0.21,0.76,0.65,0.09,0.03,0.86
Keep The Faith,1992,0,0.57,0.97,0.08,0.05,0.57
No Rain,1992,0.62,0.39,0.48,0.26,0.03,0.57
Creep,1993,0.01,0.52,0.43,0.13,0.04,0.1
Proud Mary,1993,0.08,0.4,0.5,0.11,0.07,0.37
Fields Of Gold,1993,0.37,0.65,0.34,0.07,0.02,0.32
Eagle - Short Version,1993,0,0.41,0.83,0.17,0.03,0.65
Linger,1993,0.08,0.44,0.43,0.14,0.03,0.2
Alles Geprobeerd,1993,0.11,0.59,0.56,0.08,0.04,0.84
I'd Do Anything For Love (But I Won't Do That) - Single Edit,1993,0.62,0.42,0.67,0.41,0.09,0.3
Shape Of My Heart,1993,0.69,0.54,0.37,0.08,0.03,0.24
I Will Survive - Single Version,1993,0.02,0.8,0.62,0.32,0.05,0.64
Ordinary World,1993,0.01,0.47,0.65,0.14,0.03,0.4
Disarm - Remastered,1993,0.14,0.53,0.42,0.14,0.03,0.22
Mr. Jones,1993,0.18,0.58,0.82,0.28,0.04,0.73
Heart-Shaped Box,1993,0.2,0.26,0.64,0.09,0.06,0.38
Daughter (Remastered),1993,0.01,0.62,0.7,0.06,0.03,0.73
In-A-Gadda-Da-Vida - Single Version,1993,0,0.47,0.53,0.18,0.03,0.77
Gaia,1993,0.74,0.38,0.33,0.21,0.03,0.2
Mull Of Kintyre - 1993 Digital Remaster,1993,0,0.33,0.26,0.12,0.03,0.42
Cose della vita,1993,0.06,0.5,0.6,0.22,0.03,0.47
Are You Gonna Go My Way,1993,0,0.62,0.67,0.33,0.04,0.78
What's Love Got to Do with It,1993,0.22,0.85,0.41,0.09,0.07,0.79
Rearviewmirror (Remastered),1993,0,0.37,0.96,0.35,0.07,0.44
La solitudine,1993,0.74,0.57,0.47,0.15,0.04,0.26
Up Where We Belong,1993,0.6,0.57,0.43,0.08,0.03,0.36
Rape Me,1993,0.01,0.42,0.75,0.07,0.05,0.23
Round Here,1993,0.14,0.31,0.48,0.08,0.03,0.19
I Want You Back,1993,0.49,0.64,0.54,0.28,0.03,0.94
Younger Days,1993,0.02,0.54,0.85,0.31,0.04,0.31
All Apologies,1993,0.08,0.45,0.63,0.09,0.03,0.36
Zombie,1994,0.02,0.31,0.64,0.37,0.03,0.31
Hallelujah,1994,0.93,0.32,0.14,0.18,0.03,0.08
Oude Maasweg,1994,0.7,0.75,0.26,0.12,0.04,0.13
Lightning Crashes,1994,0.24,0.39,0.43,0.11,0.04,0.43
Black Hole Sun,1994,0,0.35,0.83,0.08,0.04,0.15
The Man Who Sold The World,1994,0.43,0.48,0.75,0.26,0.08,0.42
Basket Case,1994,0,0.44,0.94,0.09,0.06,0.78
Where Did You Sleep Last Night,1994,0.67,0.57,0.59,0.69,0.06,0.36
High Hopes,1994,0.2,0.52,0.41,0.35,0.03,0.28
Kiss from a Rose,1994,0.68,0.58,0.53,0.31,0.03,0.22
Always,1994,0.12,0.38,0.66,0.08,0.03,0.33
All I Want for Christmas Is You,1994,0.16,0.34,0.63,0.07,0.04,0.35
I Alone,1994,0,0.4,0.82,0.37,0.05,0.1
Sabotage,1994,0.03,0.32,0.94,0.1,0.1,0.54
Smooth Operator - Single Version,1994,0.24,0.73,0.58,0.03,0.03,0.96
Glory Box,1994,0.18,0.51,0.43,0.06,0.04,0.21
Dromen Zijn Bedrog,1994,0.03,0.61,0.86,0.26,0.04,0.64
Ode To My Family,1994,0.06,0.36,0.45,0.28,0.02,0.14
No Good (Start the Dance) [Remastered],1994,0.01,0.64,0.99,0.16,0.05,0.17
When I Come Around,1994,0.02,0.53,0.91,0.23,0.03,0.81
Live Forever - Remastered,1994,0,0.1,0.79,0.36,0.04,0.18
Mmm Mmm Mmm Mmm,1994,0.25,0.58,0.57,0.08,0.02,0.37
Annabel,1994,0.06,0.81,0.52,0.1,0.3,0.59
Polly,1994,0.68,0.62,0.39,0.91,0.04,0.44
Grace,1994,0.03,0.55,0.87,0.22,0.04,0.19
Stil In Mij,1995,0.22,0.59,0.65,0.13,0.03,0.39
